"","BM_Series2_A549_Mock_1","BM_Series2_A549_Mock_2","BM_Series2_A549_Mock_3","BM_Series2_A549_SARS.CoV.2_1","BM_Series2_A549_SARS.CoV.2_2","BM_Series2_A549_SARS.CoV.2_3"
"NADK",891.728888410917,1011.91119740381,967.274006473223,751.301519197363,872.280854330228,914.539523658509
"DLEC1",4.68099154021479,1.40934707159305,1.84594276044508,4.39357613565709,3.81575176872366,2.01662518998569
"CYTH3",1451.88754272329,1632.02390890475,1546.90003325298,1387.11475140031,1494.24839263218,1639.51627945836
"ADAM22",48.3702459155528,56.373882863722,55.3782828133525,58.9994509645381,57.2362765308548,60.4987556995706
"SYPL1",1372.31068653963,1312.10212365313,1057.72520173503,1727.93072878057,1292.01354888983,1251.31593038612
"CYB561",600.727247660897,714.538965297676,682.99882136468,646.483345675258,709.7298289826,713.885317254933
"SPAG9",3051.22631896334,2882.11476140778,3217.47823145578,3054.16306801534,2685.52609482771,2655.89537521115
"CELSR3",620.231379078459,613.065976142976,574.088198498421,540.409864685822,567.020712832335,613.054057755649
"AASS",6.24132205361971,4.22804121477915,9.22971380222541,4.39357613565709,6.86835318370258,4.03325037997137
"PLEKHG6",49.9305764289577,26.7775943602679,23.9972558857861,19.4572657436243,20.6050595511077,30.2493778497853
"SS18L2",169.295860704435,177.577731020724,153.213249116942,222.189421717516,158.735273578904,171.413141148783
"MPND",131.847928382716,116.975806942223,123.67816494982,117.998901929076,122.867206952902,131.08063734907
"MGST1",6373.16998200243,6075.69522563763,5270.16658107071,8032.08482971483,5880.07347560315,6075.08338483188
"CRY1",394.763619891447,414.348039048356,402.415521777028,467.602031580648,427.364198097049,483.990045596565
