"","BM_Series2_A549_Mock_1","BM_Series2_A549_Mock_2","BM_Series2_A549_Mock_3","BM_Series2_A549_SARS.CoV.2_1","BM_Series2_A549_SARS.CoV.2_2","BM_Series2_A549_SARS.CoV.2_3"
"XYLB",186.459496351889,209.992713667364,208.591531930294,169.466508089631,166.366777116351,194.604330833619
"HDAC6",1075.8478889927,1238.81607593029,1231.24382121687,1042.53285161806,1192.80400290301,1219.04992734635
"CDC6",1863.03463300548,1744.77167463219,1814.56173351752,2118.95900485405,2090.26881890682,1945.03499574119
"UPRT",166.955364934327,157.846872018421,169.826733960948,186.413158898594,158.735273578904,151.246889248926
"CDC23",993.150371782237,869.567143172911,790.063501470495,1222.04181944634,976.069302439511,1047.63678619756
"AAAS",1248.26441072394,1319.14885901109,1162.9439390804,1068.894308432,1214.93536316161,1177.70911095164
"CBX5",2963.84781021266,2522.73125815156,2551.0928949351,3267.56533746155,2529.08027231004,2688.16137825092
"SUCO",559.378489055667,487.634086771195,420.874949381479,739.376098257722,531.152646206333,561.630115411014
"MSH2",1320.03961434057,1310.69277658154,1181.40336668485,1876.68466365924,1462.95922812865,1549.776458504
"MAP3K1",212.985115079773,204.355325380992,203.053703648959,242.274341194805,204.524294803588,228.886959063375
"DHPS",565.619811109287,641.252917574837,756.836531782484,607.568814188009,683.019566601534,703.802191305004
"HOOK2",243.411560091169,270.594637745865,263.969814743647,246.040263596797,254.89221815074,334.759781537624
"ARCN1",1835.7288490209,1784.2333926368,1724.11053825571,2067.49139869349,1881.16562198076,1936.96849498125
"EPB41L4B",357.315687569729,334.015255967553,354.421010005456,392.911237274477,334.259854940192,366.017471982402
"TMEM38B",325.328912044928,267.775943602679,302.734612712993,333.911786309939,285.418232300529,270.227775458082
"PSMD5",1103.15367297728,1159.89263992108,1164.78988184085,1483.1457726511,1173.7252440594,1302.73987273075
"PTGS1",4.68099154021479,11.2747765727444,1.84594276044508,5.64888360298769,6.86835318370258,7.0581881649499
"NUP188",1820.90570914355,1736.31559220264,1842.25087492419,1491.30527118875,1720.90404769437,1769.58860421244
"CRAT",1051.66276603492,1090.83463341302,1120.48725559016,863.651537523451,1031.01612790913,1038.56197284263
"SH2D3C",2.34049577010739,2.8186941431861,0,7.53184480398359,3.81575176872366,4.03325037997137
"NANS",706.04955731573,728.632436013606,723.609562094472,674.100109956531,727.282287118729,714.893629849926
"TBC1D2",599.947082404195,660.98377657714,598.085454384207,537.271596017496,651.730402098,659.436437125319
"WHRN",95.1801613177006,116.975806942223,88.6052525013639,82.2226391101541,86.2359899731546,111.922698044206
"CWF19L1",522.710721990651,548.236010849696,540.861228810409,621.377196328646,538.78414974378,520.289299016307
"SEMA4G",277.738831386077,298.781579177726,282.429242348098,285.582448817711,307.549592559127,327.701593372674
"BTAF1",1006.41318114618,945.671885038936,887.898467774084,1122.24487579355,895.17536494257,944.788901508294
"IKZF5",160.714042880708,160.665566161608,166.134848440057,169.466508089631,132.025011197838,157.296764818884
"TLL2",7.80165256702464,4.22804121477915,14.7675420835607,8.15949853764888,7.63150353744731,7.0581881649499
"CYP26A1",31.986775524801,29.596288503454,22.151313125341,25.106149346612,22.1313602585972,29.2410652547924
"SORBS1",22.6247924443715,19.7308590023027,20.3053703648959,18.829612009959,25.1839616735761,13.108063734907
"CRTAC1",22.6247924443715,36.6430238614193,12.9215993231156,23.2231881456161,28.9997134422998,24.1995022798282
"BAMBI",507.107416856602,465.084533625706,494.712659799282,538.526903484826,486.126775335394,529.364112371243
"IL11",378.380149500695,448.172368766589,420.874949381479,382.868777535832,434.232551280752,500.12304711645
"WAC",1787.35860310535,1705.30995662759,1703.80516789081,2149.08638406998,2006.3222799949,1840.17048586194
"CREM",461.857831967859,429.85085683588,435.642491465039,585.600933509724,509.021285947736,522.305924206293
"NUBP2",1075.067723736,1119.02157484488,1137.10074043417,784.567167081624,1029.48982720164,1031.50378467768
"HIVEP1",354.975191799621,312.875049893657,350.729124484566,340.188323646592,315.181096096574,327.701593372674
"CRISP3",1.56033051340493,0,0,3.76592240199179,1.52630070748946,2.01662518998569
"FKBP5",389.30246309453,448.172368766589,393.185807974802,412.368503018101,434.995701634497,447.690792176822
"SRPK1",1187.41152070115,1071.10377441072,1033.72794584925,1527.70918774134,1167.62004122944,1220.05823994134
"BRPF3",508.667747370007,513.00233405987,507.634259122398,439.985267299374,498.337180995309,467.857044076679
"MRPS18A",460.297501454454,491.862127985974,454.10191906949,455.676610641007,471.626918614244,426.516227681973
"TMEM14A",467.318988764776,483.406045556416,452.255976309045,569.281936434426,528.100044791354,463.823793696708
"EFHC1",388.522297837827,390.389138831275,350.729124484566,451.28303450535,343.417659185129,407.358288377109
"HSP90AB1",24224.1312206115,23489.5876422413,23694.5212730731,26719.2194421318,25699.0881623538,24497.9628079461
"CDC5L",862.862773912925,755.410030373874,884.206582253194,1172.45717448678,940.964386167253,904.45639770858
"ITPR3",3814.22794001835,3793.96231672849,3944.77967907114,3204.17231036135,3860.77763959459,3840.66267432774
"ZNF184",79.5768561836513,76.1047418660246,70.1458248969131,131.179630336047,99.209545986815,106.881135069241
"DSP",2734.47922474214,2573.46775272891,3067.95686785973,2890.3454435287,2828.99836133172,3044.09572428339
"SIRT1",473.560310818396,412.938691976763,446.71814802771,530.995058680843,451.021859063136,451.724042556794
"HNRNPH3",2856.18500478772,2601.65469416077,2899.97607665922,3510.46733239002,3154.10041202697,3006.78815826866
"IFT74",396.323950404852,414.348039048356,278.737356827207,608.196467921675,424.311596682071,396.266849832187
"JAK2",116.244623248667,118.385154013816,121.832222189375,173.860084225288,113.709402707965,132.088949944062
"ABL1",2259.35858341034,2401.52740999456,2578.78203634178,2043.01290308055,2423.76552349327,2381.6343493731
"ACOT7",1195.21317326818,1188.07958135294,1133.40885491328,1069.52196216567,1198.14605537923,1195.85873766151
"SH3GLB1",737.256167583829,604.609893713418,677.460993083345,923.278642221655,708.20352827511,730.018318774818
"CDC7",228.588420213822,228.314225598074,212.283417451184,345.83720724958,263.286872041932,236.953459823318
"SYDE2",43.689254375338,56.373882863722,27.6891414066762,42.6804538892403,28.9997134422998,38.315878609728
"PCSK5",132.628093639419,135.297318872933,132.907878752046,146.87097367768,159.498423932649,152.255201843919
"SCD",47941.9351896231,47369.564423314,47619.7853912018,49101.3515846363,46320.1738708902,45511.197287597
"TMED1",455.616509914239,535.551887205359,448.564090788155,419.27269408842,467.048016491775,536.422300536193
"ABLIM1",1549.40819981109,1413.57511280783,1615.19991538945,1619.34663285647,1448.4593714075,1526.58526881916
"ERMP1",1589.19662790292,1414.98445987942,1552.43786153431,1677.71843008734,1416.40705655022,1458.02001235965
"RAB18",884.707401100594,831.514772239899,642.388080634889,1191.28678649674,815.807728153118,809.675013779253
"NRP1",4197.28908105926,3995.49894796629,3959.5472211547,4290.64092333598,4200.379547011,4222.81314783003
"HSD17B7P2",48.3702459155528,36.6430238614193,51.6863972924623,54.605874828881,57.2362765308548,62.5153808895563
"PRTFDC1",202.842966742641,224.086184383295,188.286161565398,279.933565214723,214.445249402269,217.795520518454
"PALMD",30.4264450113961,42.2804121477915,27.6891414066762,43.9357613565709,32.0523148572787,28.2327526597996
"TSPAN15",2129.85115079773,2407.16479828093,2222.51508357588,1847.18493817697,2194.82041736985,2107.37332353504
"MACROH2A2",801.229718633431,892.1166963184,749.452760740703,790.216050684611,814.281427445628,824.799702704146
"WASHC2A",674.842947047631,691.989412152187,695.920420687796,685.397877162506,688.361619077747,656.411499340341
"MAST3",131.847928382716,108.519724512665,140.291649793826,101.679904853778,128.209259429115,130.072324754077
"MZF1",720.872697193077,648.299652932802,662.693450999784,532.250366148173,579.231118492251,598.937681425749
"OCEL1",120.145449532179,124.022542300188,184.594276044508,119.881863130072,132.788161551583,141.163763298998
"MYO9B",1407.41812309125,1430.48727766694,1497.05957872096,1214.50997464235,1398.85459841409,1502.38576653934
"KCNK6",209.08428879626,200.127284166213,203.053703648959,187.040812632259,224.366204000951,218.803833113447
"CATSPERG",24.1851229577764,5.63738828637219,12.9215993231156,13.8083821406366,11.447255306171,12.0997511399141
"PSMD8",5302.78324980665,6019.32134277391,5894.09523410115,5063.91032321163,5769.41667431017,5421.69682327652
"FBXL19",623.352040105269,597.563158355453,660.847508239339,537.899249751161,662.414507050427,655.403186745348
"STX1B",107.66280542494,100.063642083106,97.8349663035893,74.0631405725053,76.3150353744731,77.6400698144489
"HSD3B7",679.523938587846,751.181989159095,706.996077250466,618.238927660319,721.177084288771,749.176258079682
"SETD1A",786.406578756084,769.503501089805,812.214814595836,648.366306876254,789.860616125797,798.583575234332
"BCL7C",649.877658833153,635.615529288465,636.850252353553,533.505673615504,645.625199268042,581.79636731087
"EFNA2",32.7669407815035,36.6430238614193,22.151313125341,21.9678806782855,19.0787588436183,20.1662518998569
"CIRBP",1086.77020258653,1104.92810412895,904.51195261809,961.565519975238,985.227106684448,980.079842333043
"ATP5F1D",789.527239782894,758.22872451706,734.685218657143,648.366306876254,799.781570724478,829.84126567911
"CBARP",42.1289238619331,21.1402060738957,47.9945117715721,45.1910688239015,47.3153219321733,35.2909408247495
"PRKY",27.3057839845862,18.3215119307096,20.3053703648959,27.6167642812731,20.6050595511077,25.2078148748211
"IGFALS",2.34049577010739,1.40934707159305,0,0,1.52630070748946,2.01662518998569
"HNRNPM",5084.33697792996,5025.73165730081,5622.74164831572,4716.81780849472,5122.26517433464,5353.131566817
"MARCHF2",336.251225638762,329.787214752773,339.653467921895,261.103953204764,311.36534432785,316.610154827753
"NDUFB7",846.479303522174,769.503501089805,684.844764125125,724.312408649755,779.939661527115,658.428124530326
"TECR",1335.64291947462,1492.49854881704,1310.61935991601,1228.31835678299,1419.4596579652,1422.7290715349
"TIMM13",844.138807752066,879.432572674062,887.898467774084,719.291178780432,941.727536520998,895.381584353645
"CDC34",780.945421959167,806.146524951224,841.749898762957,681.631954760515,777.650210465881,780.433948524461
"MTAP",16.3834703907517,19.7308590023027,16.6134848440057,28.8720717486037,19.0787588436183,22.1828770898425
"MISP",2677.52716100286,2674.94074188361,2940.58681738902,2216.24533357217,2738.94661958984,2815.20876522002
"CEP170B",1120.31730862474,1076.74116269709,1183.2493094453,847.960194181819,934.859183337296,1030.49547208269
"POLR2E",2306.16849881248,2383.20589806385,2416.33907342261,1889.86539206621,2433.68647809195,2263.66177575893
"POLRMT",1453.44787323669,1486.86116053067,1371.5354710107,1237.73316278797,1424.03856008767,1396.51294406509
"HCN2",536.753696611295,527.0958047758,603.623282665542,452.53834197268,492.995128519096,530.372424966235
"CDHR5",3.12066102680986,4.22804121477915,1.84594276044508,3.76592240199179,1.52630070748946,2.01662518998569
"IZUMO4",13.2628093639419,8.45608242955829,5.53782828133525,10.0424597386448,10.6841049524262,10.0831259499284
"RASSF7",1168.68755454029,1257.137587861,1316.15718819734,941.480600497948,1208.06700997791,1202.91692582646
"GADD45B",539.094192381403,632.796835145279,633.158366832663,514.04840787188,585.336321322209,557.596865031042
"PALM",351.074365516109,360.79285032782,378.418265891242,320.731057902968,355.628064845045,414.416476542058
"MADCAM1",7.80165256702464,8.45608242955829,5.53782828133525,4.39357613565709,9.15780424493677,6.04987556995706
"MKNK2",934.637977529552,1033.0514034777,952.506464389662,782.056552146962,882.201808928909,921.597711823459
"ARVCF",63.1933857928996,94.4262537967343,99.6809090640344,73.43548683884,86.2359899731546,74.6151320294704
"TRMT2A",400.224776688364,425.622815621101,437.488434225484,327.007595239621,445.679806586923,402.316725402144
"RANBP1",2541.77840633663,2770.77634275193,2759.6844268654,2781.7613476046,2893.10299104628,2945.28108997409
"ZDHHC8",444.694196320405,452.400409981369,515.018030164178,382.868777535832,451.021859063136,523.314236801286
"KLHL22",360.436348596538,408.710650761984,395.031750735248,303.784407094005,365.549019443726,370.050722362373
"MED15",951.021447920304,937.215802609377,967.274006473223,734.982522122065,931.043431568572,812.699951564231
"SNAP29",533.633035584485,531.323845990579,644.234023395334,567.39897523343,550.231405049951,600.954306615734
"CRKL",1004.85285063277,994.999032544692,1151.86828251773,984.161054387189,1073.75254771884,1183.7589865216
"LZTR1",886.267731613999,789.234360092107,773.450016626489,709.248719041788,836.412787704225,839.924391629038
"MMP11",3.90082628351232,2.8186941431861,0,3.13826866832649,7.63150353744731,4.03325037997137
"CECR2",2.34049577010739,4.22804121477915,3.69188552089016,7.53184480398359,4.57890212246839,5.04156297496422
"SMARCB1",817.613189024182,868.157796101318,889.744410534529,746.907943061706,892.122763527591,784.467198904432
"P2RX6",7.02148731032218,12.6841236443374,11.0756565626705,7.53184480398359,14.4998567211499,10.0831259499284
"DERL3",9.36198308042957,12.6841236443374,7.38377104178033,3.76592240199179,4.57890212246839,14.1163763298998
"BCL2L13",880.02640956038,870.976490244504,978.349663035893,873.066343528431,887.543861405122,876.223645048781
"DDTL",58.5123942526848,66.2393123648733,42.4566834902369,59.6271046982034,39.683818394726,65.5403186745348
"DDT",1016.55532948331,1121.84026898807,1150.02233975729,1014.28843360312,1176.01469512063,1095.02747816223
"CABIN1",930.73715124604,896.344737533179,1037.41983137014,774.524707342979,950.12219041219,951.847089673244
"TBC1D10A",207.523958282855,222.676837311702,215.975302972075,156.285779682659,212.91894869478,203.679144188554
"SUSD2",265.256187278838,297.372232106133,262.123871983202,376.592240199179,434.995701634497,427.524540276965
"SF3A1",1221.73879199606,1210.62913449843,1251.54919158177,1100.27699511527,1215.69851351536,1228.12474070128
"GGT5",5.46115679691725,8.45608242955829,1.84594276044508,5.02122986932239,10.6841049524262,9.07481335493559
"RNF215",566.399976365989,641.252917574837,522.401801205958,508.399524268892,644.862048914298,609.020807375677
"SEC14L2",393.203289378042,453.809757052962,435.642491465039,330.773517641613,392.259281824792,350.892783057509
"SEC14L3",0.780165256702464,0,0,1.2553074673306,3.05260141497892,0
"SPECC1L",916.694176625395,901.982125819551,1037.41983137014,899.427800342373,963.095746425851,1056.7115995525
"PPIL2",740.376828610639,868.157796101318,826.982356679397,694.812683167486,747.887346669836,743.126382509725
"YPEL1",36.6677670650158,33.8243297182332,36.9188552089016,21.3402269446202,23.6576609660867,16.1330015198855
"SNRPD3",1174.92887659391,1076.74116269709,965.428063712778,1193.7974014314,1273.69794039996,1120.23529303705
"PES1",1653.95034420922,1949.12700001319,1755.49156518327,1578.54914016823,1875.0604191508,1768.58029161745
"MAPK1",1830.26769222398,1720.81277441511,1818.25361903841,1839.65309337299,1793.40333130012,1844.20373624191
"GGT1",1455.0082037501,1226.13195228595,1166.63582460129,1183.75494169275,1377.48638850924,1309.7980608957
"PRODH",55.391733225875,73.2860477228385,49.8404545320172,47.0740300248974,51.131073700897,52.4322549396278
"PPM1F",828.535502618017,945.671885038936,884.206582253194,734.982522122065,776.123909758392,836.89945384406
"SLC35E4",151.352059800278,149.390789588863,136.599764272936,112.977672059754,148.051168626478,166.371578173819
"TOP3B",454.836344657537,505.955598701905,472.561346673941,377.84754766651,446.442956940668,450.715729961801
"CYTH4",14.0429746206444,16.9121648591166,7.38377104178033,7.53184480398359,14.4998567211499,15.1246889248926
"ESS2",280.079327156185,326.968520609587,300.888669952548,242.901994928471,270.155225225635,286.360776977967
"CRYBB2P1",94.3999960609982,101.4729891547,94.1430807826992,88.4991764468071,124.393507660391,95.7896965243201
"MFNG",61.6330552794947,63.4206182216872,57.2242255737975,36.4039165525873,35.1049162722576,45.3740667746779
"CARD10",970.525579337865,927.350373108226,941.430807826992,792.099011885607,909.675221663719,925.63096220343
"LRP5L",82.6975172104612,74.6953947944316,84.9133669804738,69.6695644368482,60.2888779458338,92.7647587393416
"SLC25A1",1812.32389131982,1701.08191541281,1833.02116112197,1394.64659620429,1901.00753117813,1756.48054047753
"GRK3",251.213212658193,238.179655099225,262.123871983202,246.667917330462,219.787301878483,253.086461343204
"GGA1",560.158654312369,618.703364429348,703.304191729576,485.803989856941,570.836464601059,636.245247440484
"HIRA",663.140468197095,684.942676794222,668.23127928112,576.81378123841,673.861762356598,608.012494780684
"SH3BP1",28.0859492412887,32.4149826466401,22.151313125341,38.9145314872485,61.8151786533232,55.4571927246064
"LGALS1",7414.69059970022,7790.87061176637,7597.90040199196,6711.50137408304,7772.68635289009,6516.72430143874
"HPS4",557.818158542262,653.937041219175,694.074477927351,508.399524268892,557.862908587398,552.555302056078
"PIK3IP1",66.3140468197095,80.3327830808038,79.3755386991385,56.4888360298769,51.131073700897,60.4987556995706
"SRRD",240.290899064359,252.273125815156,286.121127868988,257.965684536438,274.734127348103,271.236088053075
"PATZ1",553.137167002047,565.148175708813,587.009797821536,493.96348839459,574.652216369783,541.463863511157
"TRIOBP",1413.65944514487,1482.63311931589,1539.5162622112,1131.03202806487,1346.96037435945,1353.1555024804
"TFIP11",633.494188442401,700.445494581745,729.147390375807,580.579703640401,741.782143839879,724.976755799854
"GCAT",56.1718984825774,47.9178004341637,42.4566834902369,25.106149346612,35.1049162722576,33.2743156347638
"ANKRD54",436.112378496677,455.219104124555,459.639747350825,364.039165525873,428.127348450794,428.532852871958
"EIF3L",4900.21797734818,4832.65110849256,4756.99449366698,5036.92121266402,4633.84894793801,4344.81897182416
"SNU13",1299.75531766631,1300.82734708038,1190.63308048708,1185.63790289375,1279.80314322991,1177.70911095164
"MICALL1",458.737170941049,541.189275491731,537.169343289519,367.805087927865,496.047729934075,468.865356671672
"POLR2F",646.756997806343,730.041783085199,623.928653030438,618.866581393985,648.677800683021,613.054057755649
"CCDC134",63.1933857928996,69.0580065080594,77.5295959386934,47.0740300248974,71.7361332520047,59.4904431045777
"DEPDC5",185.679331095186,190.261854665062,215.975302972075,163.817624486643,192.313889143672,181.496267098712
"PICK1",276.958666129375,307.237661607285,278.737356827207,245.412609863132,293.049735837977,279.302588813018
"TTC28",499.305764289577,484.815392628009,516.863972924623,415.506771686428,480.784722859181,495.081484141486
"SLC16A8",7.80165256702464,11.2747765727444,7.38377104178033,3.13826866832649,3.81575176872366,4.03325037997137
"CENPM",451.715683630727,448.172368766589,396.877693495693,351.486090852567,416.680093144623,381.142160907295
"SEPTIN3",101.42148337132,107.110377441072,94.1430807826992,94.7757137834601,99.9726963405598,96.7980091193129
"SLC5A1",2.34049577010739,0,0,2.5106149346612,1.52630070748946,1.00831259499284
"TPTEP1",7.02148731032218,7.04673535796524,7.38377104178033,9.41480600497948,6.10520282995785,4.03325037997137
"KDELR3",265.256187278838,257.910514101528,221.51313125341,333.911786309939,286.181382654274,289.385714762946
"CYP2D6",20.2842966742641,15.5028177875235,16.6134848440057,8.78715227131418,9.15780424493677,19.157939304864
"DDX17",5138.94854589913,4962.31103907913,4998.81299528528,5549.08665933491,4954.37209651079,4950.81484141486
"DMC1",24.9652882144789,22.5495531454888,16.6134848440057,39.5421852209138,37.3943673334918,45.3740667746779
"TCF20",888.608227384107,923.122331893447,1004.19286168212,874.949304729427,876.096606098951,957.896965243201
"HSCB",137.309085179634,140.934707159305,142.137592554271,163.189970752978,159.498423932649,158.305077413876
"CBY1",255.894204198408,263.5479023879,359.958838286791,262.359260672095,302.970690436658,279.302588813018
"TOMM22",887.828062127404,935.806455537784,1087.26028590215,949.012445301932,977.595603147,885.298458403716
"RSPH14",10.9223135938345,9.86542950115134,11.0756565626705,10.6701134723101,13.7367063674052,10.0831259499284
"XBP1",979.887562418295,952.718620396901,1039.26577413058,1124.12783699455,1056.20008958271,1000.2460942329
"RTCB",1643.02803061539,1760.27449241972,1685.34574028636,1628.13378512779,1652.98366621109,1619.35002755851
"JOSD1",1108.6148297742,1037.27944469248,1159.25205355951,980.395131985197,1085.96295337875,1066.79472550243
"FBXO7",1489.335475045,1540.4163492512,1489.67580767918,1520.17734293735,1498.82729475465,1471.12807609456
"GTPBP1",383.06114104091,414.348039048356,437.488434225484,351.486090852567,371.654222273684,424.499602491987
"POLDIP3",1162.44623248667,1307.87408243835,1260.77890538399,1007.3842425328,1257.67178297132,1087.96928999728
"RAB36",155.25288608379,173.349689805945,145.829478075161,112.350018326088,129.735560136604,143.180388488984
"TIMP3",26.5256187278838,28.186941431861,25.8431986462311,22.5955344119508,20.6050595511077,29.2410652547924
"PPP6R2",549.236340718535,510.183639916684,599.931397144652,419.900347822085,523.521142668886,563.646740600999
"SBF1",1476.07266568106,1450.21813666925,1543.20814773209,1201.32924623538,1394.27569629162,1395.50463147009
"SUN2",1699.98009435467,1780.00535142202,1600.43237330589,1504.48599959572,1608.72094569389,1618.34171496351
"CYB5R3",1781.89744630843,1898.39050543584,1869.94001633087,1565.99606549492,1849.87645747723,1806.89617022717
"DNAL4",164.61486916422,160.665566161608,138.445707033381,142.477397542023,157.208972871415,146.205326273962
"LMF2",1039.18012192768,965.402744041238,897.12818157631,790.216050684611,966.14834784083,960.921903028179
"RHBDD3",315.966928964498,339.652644253925,404.261464537473,279.305911481058,334.259854940192,357.950971222459
"PACSIN2",1679.69579768041,1789.87078092317,1984.38846747846,1576.03852523357,1726.24610017058,1730.26441300772
"TTLL1",59.2925595093873,39.4617180046054,55.3782828133525,59.6271046982034,47.3153219321733,63.5236934845491
"RASL10A",0.780165256702464,1.40934707159305,1.84594276044508,0.627653733665299,0.763150353744731,1.00831259499284
"AP1B1",1213.15697417233,1333.24232972702,1301.38964611378,1018.05435600511,1259.96123403255,1315.84793646566
"HMGXB4",343.272712949084,329.787214752773,365.496666568126,423.038616490411,396.075033593515,399.291787617166
"TOM1",436.89254375338,450.991062909776,483.637003236611,358.390281922886,409.811739960921,431.557790656937
"CHKB",335.47106038206,372.067626900565,359.958838286791,371.571010329857,360.970117321258,407.358288377109
"BIK",14.8231398773468,18.3215119307096,22.151313125341,18.2019582762937,19.841909197363,14.1163763298998
"HMOX1",3672.2378632985,3922.21290024345,3913.39865214357,3042.86530080937,3486.83396625968,3501.86964241014
"MCAT",347.173539232597,329.787214752773,347.037238963675,284.32714135038,354.8649144913,301.48546590286
"THOC5",585.123942526848,617.294017357755,620.236767509548,581.207357374067,682.25641624779,625.153808895563
"MCM5",2704.05277973074,2965.26623863177,2855.67345040854,2447.221907561,2910.6554491824,3021.91284719355
"APOBEC3H",3.90082628351232,1.40934707159305,0,1.8829612009959,0.763150353744731,1.00831259499284
"ARSA",406.466098741984,429.85085683588,457.79380459038,390.400622339816,418.206393852113,457.773918126751
"TSPO",1449.54704695318,1500.9546312466,1484.13797939785,1188.77617156208,1298.11875171979,1291.64843418583
"RASD2",60.8528900227922,66.2393123648733,77.5295959386934,56.4888360298769,60.2888779458338,62.5153808895563
"TTLL12",851.160295062388,893.526043389993,946.968636108327,671.58949502187,770.781857282178,840.932704224031
"CBX7",173.97685224465,173.349689805945,155.059191877387,110.467057125093,172.471979946309,184.52120488369
"PDGFB",273.838005102565,319.921785251622,299.042727192103,228.465959054169,263.286872041932,277.285963623032
"CABP7",6.24132205361971,2.8186941431861,0,1.2553074673306,6.86835318370258,4.03325037997137
"RPL3",25182.1741558421,26719.8111303326,25330.0265588274,23521.3236691071,24909.227546228,22653.7590717042
"ZMAT5",258.234699968516,257.910514101528,289.813013389878,275.539989079066,265.576323103166,287.36908957296
"RBFOX2",1345.78506781175,1378.341436018,1447.21912418894,1346.94491244573,1322.53956303962,1438.86207305479
"SYNGR1",234.829742267442,160.665566161608,195.669932607179,206.498078375883,238.102910368356,216.787207923461
"TAB1",434.552047983273,422.804121477915,478.099174955276,372.198664063522,434.232551280752,379.125535717309
"ASCC2",681.084269101251,754.000683302281,738.377104178033,580.579703640401,704.387776506387,705.81881649499
"MTMR3",559.378489055667,577.83229935315,633.158366832663,563.633052831438,621.967538301956,651.369936365377
"MIEF1",674.062781790929,663.802470720326,670.077222041565,642.717423273266,644.098898560553,693.719065355076
"APOL1",193.480983662211,190.261854665062,191.978047086289,315.709828033645,340.36505777015,303.502091092846
"PNPLA3",64.7537163063045,50.7364945773498,64.6079966155779,57.7441434972075,63.3414793608127,74.6151320294704
"MYH9",14706.1150888415,15018.0023948955,14843.2257367389,12358.5020158697,14744.0648343482,14723.3805120855
"CACNA1I",6.24132205361971,8.45608242955829,14.7675420835607,8.15949853764888,8.39465389119204,6.04987556995706
"SAMM50",804.350379660241,780.778277662549,786.371615949605,780.173590945966,808.939374969415,715.901942444919
"TXN2",887.047896870702,1000.63642083106,1002.34691892168,886.247071935402,1018.04257189547,950.838777078251
"FOXRED2",653.778485116665,679.305288507849,742.068989698923,573.047858836418,710.492979336345,716.910255039911
"EIF3D",3039.5238401128,3357.06472453464,3091.95412374551,2947.46193329224,3320.46718914332,3011.82972124362
"TNRC6B",443.914031063702,410.119997833577,396.877693495693,407.347273148779,365.549019443726,359.967596412445
"SGSM3",481.36196338542,491.862127985974,444.872205267265,389.772968606151,493.758278872841,495.081484141486
"IFT27",401.785107201769,381.933056401716,452.255976309045,323.241672837629,390.732981117302,390.21697426223
"KIAA0930",2363.12056255176,2417.03022778208,2469.87141347552,1948.86484303075,2256.63559602317,2296.9360913937
"SLC25A17",338.591721408869,345.290032540297,347.037238963675,374.081625264518,357.154365552534,336.77640672761
"FAM118A",254.333873685003,311.465702822064,343.345353442785,252.944454667115,291.523435130487,314.593529637767
"KCTD17",391.642958864637,441.125633408624,424.566834902369,375.964586465514,415.153792437134,402.316725402144
"ST13",2702.49244921734,2707.35572453025,3031.03801265082,3398.74496779759,3040.39100931901,2978.55540560886
"RBX1",726.333853989994,776.55023644777,749.452760740703,819.71577616688,721.940234642516,676.577751240198
"EP300",1150.74375363613,1059.82899783797,1172.17365288263,1058.22419495969,1025.67407543292,1067.80303809742
"L3MBTL2",506.327251599899,548.236010849696,527.939629487293,418.017386621089,515.889639131438,536.422300536193
"RANGAP1",2790.65112322471,2817.2847961145,2617.54683431113,2184.86264688891,2821.36685779427,2811.17551484005
"ZC3H7B",1520.5420853131,1654.57346205024,1620.73774367078,1319.32814816446,1649.16791444236,1672.79059509313
"PHF5A",610.869395998029,597.563158355453,636.850252353553,655.898151680237,587.625772383443,565.663365790985
"ACO2",1236.56193187341,1371.29470066004,1380.76518481292,1094.62811151228,1327.88161551583,1413.65425817997
"POLR3H",679.523938587846,670.849206078291,642.388080634889,573.675512570083,770.781857282178,715.901942444919
"TRMU",570.300802649501,580.650993496336,612.852996467767,546.05874828881,562.441810709867,605.995869590699
"PMM1",511.008243140114,597.563158355453,551.936885373079,455.676610641007,492.231978165352,500.12304711645
"DESI1",542.214853408213,601.791199570232,553.782828133525,479.527452520288,549.468254696206,517.264361231329
"CERK",909.672689315073,959.765355754866,996.809090640344,689.791453298163,715.835031812558,813.708264159224
"BRD1",510.228077883412,501.727557487125,465.177575632161,463.208455444991,439.574603756965,471.890294456651
"ZBED4",631.933857928996,653.937041219175,646.079966155779,613.217697790997,685.309017662768,721.951818014876
"HDAC10",164.61486916422,160.665566161608,166.134848440057,124.903092999394,125.919808367881,152.255201843919
"ABHD4",2465.32221117979,2749.63613667804,2661.84946056181,1944.4712668951,2300.89831654036,2238.45396088411
"KHNYN",1479.19332670787,1624.97717354679,1478.60015111651,1484.40108011843,1560.64247340798,1448.94519900472
"FKBP3",2054.95528615429,2112.61126031798,1493.36769320007,2844.52672097113,2221.53067975091,2096.28188499012
"SDR39U1",565.619811109287,682.123982651036,647.925908916224,488.942258525268,644.862048914298,611.037432565663
"RBM23",1249.04457598065,1350.15449458614,1412.14621174049,1289.20076894852,1337.03941976077,1282.5736208309
"PRMT5",2058.8561124378,2078.78693059975,2178.2124573252,2188.00091555723,2342.10843564258,2266.68671354391
"COCH",759.100794771498,699.036147510152,753.144646261593,970.980325980217,805.886773554436,882.273520618738
"AP4S1",223.127263416905,242.407696314004,162.442962919167,259.848645737434,214.445249402269,218.803833113447
"POLE2",269.937178819053,215.630101953736,166.134848440057,339.560669912927,249.550165674527,226.87033387339
"VCPKMT",95.9603265744031,98.6542950115134,55.3782828133525,129.296669135052,94.6306438643467,105.872822474249
