"","PPEE","PPDE"
"SUOX",1.61744000304331e-07,0.999999838256
"CCDC65",0.160145155792755,0.839854844207245
"SLC39A5",0.999999999999986,1.36272571191322e-14
"TARBP2",0.967871127026433,0.032128872973567
"RDH16",0.999999999984014,1.59856217367066e-11
"DHH",0.999999999999997,2.68224408087076e-15
"ACVRL1",0.00161032030680008,0.9983896796932
"GPR84",2.24510910085129e-07,0.99999977548909
"NPFF",0.999999999999994,5.74786094083576e-15
"NABP2",0.962480690600978,0.0375193093990223
"N4BP2L1",0.953664903804613,0.0463350961953869
"CELA1",0.999999999999999,7.24613897220034e-16
"SMARCC2",0.889848950558085,0.110151049441915
"BRCA2",0,1
"KANSL2",NA,NA
"CERS5",0.989688413812569,0.0103115861874314
"MAP3K12",0.669450983938316,0.330549016061684
"ITGB7",0.768619283228866,0.231380716771134
"GALNT6",NA,NA
"CSAD",0.978781361794462,0.0212186382055376
"LMBR1L",0.787689739088393,0.212310260911607
"C12orf10",0.845508323225994,0.154491676774006
"ESYT1",0.979405184114312,0.0205948158856879
"TMBIM6",NA,NA
"ANKRD52",0.880304969485224,0.119695030514776
"ZNF740",0.938596016589816,0.061403983410184
"WDFY2",0.923042713955646,0.0769572860443544
"HNRNPA1L2",0.150270700354486,0.849729299645514
"LPAR6",0.962809300795378,0.0371906992046225
"ESD",0.00203876772580247,0.997961232274198
"RB1",0.00477112649800449,0.995228873501996
"SBNO1",0.987442866735412,0.0125571332645876
"MORN3",0.578545494751132,0.421454505248868
"SETD1B",NA,NA
"VPS33A",0.00195797027077571,0.998042029729224
"VPS37B",0.985172193748343,0.0148278062516574
"RHOF",1.98457842381927e-07,0.999999801542158
"DENR",0.975444730175665,0.0245552698243345
"DIAPH3",0.945232256938667,0.054767743061333
"SLAIN1",0.686590905476363,0.313409094523637
"RBM26",0.786087402904084,0.213912597095916
"MBNL2",0.953754337948358,0.0462456620516424
"ABHD13",0.982180447222782,0.0178195527772175
"RAB20",0.000197679371823578,0.999802320628176
"GRTP1",0.952950810303132,0.0470491896968678
"CUL4A",0.93464238905507,0.06535761094493
"CDH24",0.396359598499865,0.603640401500135
"REM2",0.464474527102831,0.535525472897169
"CBLN3",0.733300801279247,0.266699198720753
"TSSK4",0.971474401690865,0.0285255983091348
"NOVA1",0.999999999999998,1.92261733124615e-15
"FITM1",0.936065520503346,0.0639344794966542
"TMX1",0.099408360352328,0.900591639647672
"FRMD6",0.999999999990823,9.17699199941757e-12
"PELI2",0.973302075017453,0.0266979249825468
"RTN1",0.965691598839827,0.0343084011601731
"ARMH4",0.999999999999961,3.93390771858404e-14
"SYT16",0.999999999999965,3.45090340323233e-14
"SLC38A6",1.27224039081497e-08,0.999999987277596
"NAA30",NA,NA
"ADAM21",0.799530762779231,0.200469237220769
"RDH12",0.966457619942058,0.0335423800579424
"DCAF5",0.986946733666328,0.0130532663336724
"RAB15",0.0421738971428826,0.957826102857117
"WDR89",0.838599057777368,0.161400942222632
"ESR2",8.69662675206939e-10,0.999999999130337
"STON2",0.541210736516076,0.458789263483924
"EFCAB11",1,2.54518540598288e-16
"GPR65",0.972891518516784,0.0271084814832157
"PTGR2",0.236362893992159,0.763637106007841
"JDP2",0.437489058341262,0.562510941658738
"AK7",0.75016854444815,0.24983145555185
"SLC24A4",7.74266189723649e-05,0.999922573381028
"FBLN5",0.707542346553319,0.292457653446681
"SERPINA10",0.999999999999996,4.31347189751722e-15
"CLBA1",0.945163912507499,0.0548360874925013
"WARS1",0.966986400163681,0.0330135998363188
"SLC25A47",0.999999999999997,2.59023244727127e-15
"WDR20",0.977216391136098,0.0227836088639015
"NIPA2",0.00249634773219587,0.997503652267804
"SLC12A6",0.990174681210525,0.00982531878947513
"DUOXA1",0.999999999999995,4.87871908811877e-15
"MFAP1",0.948388541255294,0.0516114587447063
"TCF12",0.106853410720404,0.893146589279596
"SORD",3.01552683046324e-07,0.999999698447317
"SERF2",0.984495150827704,0.0155048491722962
"ZSCAN29",NA,NA
"DUOX2",0.668909807108608,0.331090192891392
"LYSMD2",0.978139207270809,0.0218607927291914
"SLC27A2",0.708219400709614,0.291780599290386
"FGF7",0.999999999999997,3.10033683126787e-15
"HDC",NA,NA
"GCNT3",0.848044821599752,0.151955178400248
"BNIP2",0.341992561358872,0.658007438641128
"GTF2A2",0.00118242598808338,0.998817574011917
"SRP14",NA,NA
"BAHD1",0.660169314761584,0.339830685238416
"DISP2",0.828890374990514,0.171109625009486
"CDAN1",NA,NA
"TLE3",0.990474068092177,0.00952593190782257
"ANP32A",0.90218778996713,0.0978122100328698
"COMMD4",0.969045484942759,0.0309545150572406
"UBE2Q2",0.994437516251021,0.00556248374897866
"PSTPIP1",0.980687711273614,0.0193122887263865
"ETFA",0.0104247501593578,0.989575249840642
"BCL2A1",0.958359468364528,0.0416405316354719
"HMG20A",0.89248573045051,0.10751426954949
"SCAPER",0.883579072985543,0.116420927014457
"TSPAN3",0.12429839441086,0.87570160558914
"WDR61",3.13082892944294e-13,0.999999999999687
"NCOA2",0.98694385520413,0.0130561447958697
"NEIL1",0.357025900111372,0.642974099888628
"MAN2C1",0.923047162287071,0.0769528377129294
"DNAJA4",0.977671236389983,0.0223287636100166
"TLNRD1",0.974285367401117,0.025714632598883
"TPM1",0.946188946579224,0.0538110534207755
"IGF1R",0.907542624567476,0.0924573754325235
"ARRDC4",0.00368193487996582,0.996318065120034
"PIF1",0.893407271794491,0.106592728205509
"USP3",0.692283999626419,0.307716000373581
"CYP11A1",0.589089516804401,0.410910483195599
"BBS4",0.916179101143664,0.0838208988563356
"PML",0.975917382581971,0.0240826174180294
"CYP1A1",0.999999999999999,1.41398219427782e-15
"ADAMTS17",0.373988528690223,0.626011471309777
"LINS1",0.939357924320933,0.0606420756790672
"AC091230.1",0.00372087150147848,0.996279128498522
"GOLGA6D",0.836644286830424,0.163355713169576
"PCSK6",0.958558409432835,0.0414415905671653
"CELF6",0.176707369882281,0.823292630117719
"SCAMP2",0.0322102098725845,0.967789790127416
"LMAN1L",1,4.12988094004631e-16
"HAPLN3",0.974666372472876,0.0253336275271243
"POLG",0.972245384616611,0.0277546153833893
"RLBP1",0.999999999999999,1.22478883684752e-15
"FANCI",0.0172833960857909,0.982716603914209
"ABHD2",0.943456579426106,0.0565434205738938
"WDR93",0.809374597718037,0.190625402281963
"TICRR",0.00416818132186281,0.995831818678137
"DET1",0.96544391212303,0.0345560878769703
"MFGE8",0.639855734018708,0.360144265981292
"ZNF710",0.97594110367425,0.0240588963257498
"UNC45A",0.952656359368994,0.0473436406310056
"MCTP2",0.984585198803048,0.0154148011969516
"FURIN",0.973495816844531,0.0265041831554688
"IQGAP1",0.950563337702437,0.0494366622975633
"CRTC3",0.986570734602256,0.0134292653977442
"EFL1",0.542443648605493,0.457556351394507
"SEC11A",2.76623168815604e-12,0.999999999997234
"GLYR1",0.0063604734353615,0.993639526564638
"PMM2",0.79226955566494,0.20773044433506
"SLC5A2",0.815267674162437,0.184732325837563
"ITGAX",0.992081137701323,0.00791886229867684
"TGFB1I1",0.792593108866992,0.207406891133008
"C16orf58",0.970069982489513,0.0299300175104868
"ARMC5",0.959143618526664,0.0408563814733363
"PARN",NA,NA
"FTO",0.926270794729962,0.0737292052700376
"UQCRC2",9.25140297702853e-10,0.99999999907486
"CDR2",0.960763048061655,0.039236951938345
"IGSF6",0.889758104615228,0.110241895384772
"ARHGAP17",0.491351179031367,0.508648820968633
"MYLK3",0.629045520830409,0.370954479169591
"NKD1",0.10797409314238,0.89202590685762
"DHX38",0.976162904117508,0.023837095882492
"TXNL4B",0.412692471625125,0.587307528374875
"MARVELD3",0.999999999999998,2.17968442901999e-15
"ZFHX3",0.940260470357347,0.059739529642653
"CLEC18B",0.527914166196764,0.472085833803236
"CPNE2",0.0813358020844719,0.918664197915528
"NLRC5",0.993430526833548,0.00656947316645207
"KATNB1",0.92409463016525,0.0759053698347497
"KIFC3",0.339623325605653,0.660376674394347
"NUDT7",0.775395623086622,0.224604376913378
"GCSH",0.927957898930623,0.0720421010693771
"CMTM3",0.983557173541952,0.0164428264580479
"CMTM2",0.221003491527614,0.778996508472386
"NOL3",2.45241813041641e-05,0.999975475818696
"MAP1LC3B",0.961566685326991,0.0384333146730094
"MBTPS1",0.926224345405057,0.0737756545949427
"CDH13",0.999999999999996,4.10568386588801e-15
"ZCCHC14",NA,NA
"MEAK7",0.962658772693595,0.0373412273064047
"ADAD2",0.757304778413361,0.242695221586639
"OSGIN1",0.999999999999999,6.80104611332252e-16
"IRF8",2.16613665108278e-05,0.999978338633489
"RHOT2",0.948317753761924,0.0516822462380759
"RPL3L",0.307419702329543,0.692580297670457
"ZSCAN32",0.950793943742312,0.0492060562576881
"RPS2",0.995410763533188,0.00458923646681209
"NDUFB10",0.0420804568645444,0.957919543135456
"PDPK1",0.979544632558171,0.0204553674418293
"TIGD7",0.947185800059737,0.0528141999402627
"DEF8",0.981610162838452,0.0183898371615482
"TCF25",0.990317317962925,0.00968268203707485
"GALNS",0.946999191272741,0.0530008087272594
"GAS8",0.942134237108979,0.0578657628910212
"MED9",0.975426238126366,0.0245737618736345
"NCOR1",0.985511934757902,0.0144880652420984
"CDRT15P1",0.895349747185946,0.104650252814054
"COPS3",0.78858988587385,0.21141011412615
"GID4",0.959440463082159,0.0405595369178407
"ZNF287",0.673014107822848,0.326985892177152
"KSR1",0.984943238790912,0.0150567612090879
"UTP4",0.903287437409681,0.0967125625903187
"RANBP10",0.963252238889076,0.036747761110924
"CTRL",0.955752864943018,0.0442471350569823
"DPEP3",0.654290587018782,0.345709412981218
"GFOD2",0.957641254832212,0.0423587451677884
"NOB1",0.915615417399882,0.0843845826001183
"PRPSAP2",0.973960956712964,0.0260390432870364
"UNC45B",0.562690635355745,0.437309364644255
"PCTP",0.126005315941379,0.873994684058621
"OR4D1",0.690352311514736,0.309647688485264
"TOM1L1",0.853841465397865,0.146158534602135
"C17orf80",0.817577558461209,0.182422441538791
"TOB1",8.08048072897805e-11,0.999999999919195
"VPS53",0.987544723737979,0.0124552762620207
"SPATA22",0.318880103599568,0.681119896400432
"SGSM2",0.922006437165294,0.0779935628347057
"NPEPPS",0.980464906679994,0.0195350933200056
"SKAP1",0.0762886987231451,0.923711301276855
"LRRC46",0.900671899282368,0.0993281007176324
"SCRN2",0.869664561758125,0.130335438241875
"SSH2",0.98750415268073,0.0124958473192701
"RHBDL3",0.830367679109599,0.169632320890401
"ARSG",0.977363420920706,0.0226365790792938
"G6PC3",5.13399422974459e-09,0.999999994866006
"CLTC",0.00779239215028493,0.992207607849715
"BCAS3",0.980636247302931,0.0193637526970689
"PTRH2",0.100545170145285,0.899454829854715
"SS18",0.887828261075311,0.112171738924689
"TAF4B",0.944610323047345,0.0553896769526546
"AFG3L2",NA,NA
"PRELID3A",0.760512780675643,0.239487219324357
"IMPA2",0.203079433837467,0.796920566162533
"GNAL",0.349286607967936,0.650713392032064
"SLC39A6",0.978101999962108,0.0218980000378915
"RPRD1A",0.982018157435103,0.0179818425648966
"C18orf21",0.710263187566078,0.289736812433922
"GALNT1",0.79437172111225,0.20562827888775
"ASXL3",0.575715819115316,0.424284180884684
"MEP1B",0.999999999999999,7.25318742562951e-16
"SLC25A52",0.999999999999986,1.39853526930626e-14
"GAREM1",0.854193864631228,0.145806135368772
"ESCO1",NA,NA
"OSBPL1A",0.607248815101649,0.392751184898351
"GATA6",0.273688389647017,0.726311610352983
"GREB1L",0.761946698946103,0.238053301053897
"RMC1",0.864370334124923,0.135629665875076
"PELP1",0.909484587811005,0.0905154121889948
"NPC1",0.962248348673706,0.0377516513262938
"SLC14A1",0.977769493075515,0.022230506924485
"ARRB2",0.964137063735205,0.0358629362647949
"SLC13A5",0.95644090080361,0.0435590991963897
"ZMYND15",0.925383392656976,0.0746166073430239
"WRAP53",0.949451468513673,0.0505485314863265
"MINK1",NA,NA
"SAT2",4.11974631964185e-07,0.999999588025368
"ASGR1",1.09520726054857e-06,0.999998904792739
"PIK3R5",0.992522527957735,0.00747747204226546
"TP53",0.74690776477659,0.25309223522341
"CCDC40",1,2.84062868277019e-16
"ARHGDIA",0.992036641299413,0.00796335870058654
"TMC6",0.123563224638899,0.876436775361101
"SLC16A3",0.952212159998348,0.0477878400016518
"CARD14",0.681528529543208,0.318471470456792
"TTYH2",0.970114903966289,0.0298850960337106
"RAB40B",0.0122561218835244,0.987743878116476
"EIF4A3",0.964788423471181,0.0352115765288194
"CSNK1D",0.990405019392127,0.00959498060787271
"ANAPC11",0.916866238141019,0.083133761858981
"TBCD",0.957911789231573,0.0420882107684272
"FN3KRP",0.968746120695223,0.0312538793047767
"NARF",0.981439609782651,0.0185603902173486
"RPTOR",0.847409243192485,0.152590756807515
"FOXK2",0.985895850298875,0.0141041497011245
"TRIM65",0.936853314823579,0.0631466851764211
"CBX8",0.9181697519881,0.0818302480118998
"SECTM1",0.890269621934864,0.109730378065136
"RNF157",0.973357236530518,0.0266427634694824
"CEP131",0.595265749010708,0.404734250989292
"ZNF750",0.484873889826239,0.515126110173761
"WDR45B",0.890471616614536,0.109528383385464
"CBX4",5.80626657864514e-11,0.999999999941937
"RNF165",2.55576960361825e-06,0.999997444230396
"DYM",0,1
"ELAC1",0.937805301248347,0.0621946987516534
"MBD1",0.987994807478929,0.0120051925210714
"SMAD4",NA,NA
"TNFRSF11A",0.363553338718658,0.636446661281342
"ZCCHC2",0.936505462963915,0.0634945370360854
"FBXO15",0.999999999999999,1.32311796692709e-15
"PMAIP1",0.321788057340917,0.678211942659083
"P3H4",0.00217917671329992,0.9978208232867
"NT5C3B",0.828036302490436,0.171963697509564
"RETREG3",NA,NA
"ERBB2",1.79601857830392e-08,0.999999982039814
"GRB7",0.934960910215723,0.0650390897842767
"MIEN1",NA,NA
"PNMT",0.651948671543761,0.348051328456239
"ARL5C",0.920483005040519,0.0795169949594806
"STAC2",0.982787019294622,0.0172129807053778
"IGFBP4",0.91861748844259,0.0813825115574104
"FKBP10",0.999999999999863,1.36584283025969e-13
"TXNL4A",0.913252512715744,0.0867474872842557
"CACNA1A",0.99999999997012,2.98796736504488e-11
"MISP3",0.927396061209327,0.072603938790673
"SAMD1",0.914916041519852,0.0850839584801485
"BRD4",0.975149929019362,0.0248500709806375
"SLC39A3",0.749316473216246,0.250683526783754
"NFIC",0.947865459329236,0.0521345406707635
"TPGS1",0.875558099492805,0.124441900507195
"PLPP2",0.833243524618525,0.166756475381475
"PRDM15",0.971001174588443,0.0289988254115572
"PFKL",0.968816389012465,0.0311836109875353
"FEM1A",0.914926175136665,0.0850738248633353
"VAV1",NA,NA
"MVB12A",6.94743818030474e-09,0.999999993052562
"SH3GL1",0.936857472404549,0.0631425275954508
"DUS3L",0.968332663322997,0.0316673366770026
"DPP9",0.988398147498254,0.0116018525017458
"DMRTC2",NA,NA
"CCDC97",0.945940120374695,0.0540598796253049
"TMEM91",0.960542171197463,0.0394578288025366
"ZFP14",0.0596413817026389,0.940358618297361
"SIRT3",0.577806656858637,0.422193343141363
"IFITM3",0.947994615252271,0.0520053847477289
"PGGHG",0.0138355883790549,0.986164411620945
"COL6A1",0.713946218883281,0.286053781116719
"IFNAR1",0.320049094219987,0.679950905780013
"SOD1",0.979584421078405,0.0204155789215953
"COL6A2",9.98225696546839e-08,0.99999990017743
"SIK1",0.967786381215367,0.0322136187846328
"TRPM2",0.000945697706762449,0.999054302293238
"SCYL1",0.953559802464634,0.0464401975353665
"TMEM50B",0.186458000912191,0.813541999087809
"APP",0.0271687493759029,0.972831250624097
"DOP1B",0.00860750432366464,0.991392495676335
"URB1",0.970647215181583,0.0293527848184172
"AKT1",0.989221754814598,0.0107782451854024
"IL19",0.915183739209937,0.0848162607900631
"EMP3",NA,NA
"SAE1",0.687652151744854,0.312347848255146
"NTN5",0.861624560237467,0.138375439762533
"LMTK3",0.633126764845836,0.366873235154164
"GEMIN7",0.00407827789699478,0.995921722103005
"WTIP",0.999999999999999,6.07745979231511e-16
"ADAMTS10",0.725183476401726,0.274816523598274
"SLC6A3",0.772356202855376,0.227643797144624
"RNPEPL1",0.98619546296337,0.01380453703663
"CAPN10",0.901065377459274,0.0989346225407258
"MYO1F",0.993955090399957,0.00604490960004292
"ERVK3-1",0.976632253354479,0.023367746645521
"NLRP12",0.599362444911283,0.400637555088717
"CACNG8",0.000163057672781908,0.999836942327218
"ZNF787",0.979883664619139,0.0201163353808614
"TIMM29",0.968412433909374,0.0315875660906255
"FBN3",0.999999999999998,2.11544008086048e-15
"CARM1",0.970977965117381,0.0290220348826187
"EVI5L",0.967010452371461,0.0329895476285394
"SLC47A1",0.749670059391921,0.25032994060808
"PSMB6",0,1
"SIGLEC10",0.983881514766235,0.016118485233765
"ZNF473",0.953493531480269,0.0465064685197307
"FAM71E1",0.758545105456206,0.241454894543794
"RPS11",0.994856923005041,0.00514307699495865
"AC020909.1",0.998233817415862,0.001766182584138
"RPL13A",0.990705651669092,0.00929434833090757
"CTU1",0.801062609564831,0.198937390435169
"NOSIP",0.9629016460321,0.0370983539679003
"IGLON5",0.921638447142698,0.0783615528573019
"RCN3",0.802400395897386,0.197599604102614
"ZNF614",0.94275988041709,0.0572401195829102
"SLC2A5",0.520749931694543,0.479250068305457
"RERE",0.984086064968663,0.015913935031337
"MMEL1",0.868241011056985,0.131758988943015
"PRDM16",0.999999999999998,1.6137207293713e-15
"FHAD1",0.245762256072568,0.754237743927432
"EPHA2",0.469794672854871,0.530205327145129
"ARHGEF19",0.235474011195018,0.764525988804982
"EFHD2",0.904729762796362,0.0952702372036384
"PEX14",0.770350346886902,0.229649653113099
"PGD",0.356507216545567,0.643492783454433
"SH3BGRL3",0.96970694512945,0.0302930548705504
"CNKSR1",0.921733140258332,0.0782668597416677
"RPL11",0.994458565082055,0.0055414349179451
"IL22RA1",0.93361487346079,0.0663851265392101
"ZNF593",0.0728921989160961,0.927107801083904
"C1orf216",0.335899933527697,0.664100066472303
"KIAA0319L",0.625922633025643,0.374077366974357
"EVA1B",0.818458426055766,0.181541573944234
"PLK4",0.185986009801369,0.814013990198631
"MAP3K6",0.0878468340745477,0.912153165925452
"GPN2",0.98842398082638,0.0115760191736196
"SYTL1",0.00497026706753356,0.995029732932466
"WDTC1",0.987407331210822,0.0125926687891775
"NBPF3",2.96966722984626e-05,0.999970303327702
"HSPG2",0.915901749850147,0.0840982501498527
"ITGB3BP",0.588441514052658,0.411558485947342
"SERBP1",0.91769664940927,0.0823033505907303
"BCL10",0.97452851079746,0.02547148920254
"CCN1",0.999999999999998,1.99607734689408e-15
"PRKACB",0.0199109652862425,0.980089034713758
"PIGK",0.951180816003694,0.0488191839963059
"TINAGL1",0.999999999999998,1.49884310711701e-15
"AZIN2",0.0897023282906632,0.910297671709337
"RPS8",0.992912917204202,0.00708708279579754
"KIF2C",0,1
"PTPRF",0.852594499916236,0.147405500083764
"BEST4",0.762452230607365,0.237547769392635
"MOB3C",0.864478505403927,0.135521494596073
"LMO4",0.0886266989734993,0.911373301026501
"SYPL2",0.999999999999925,7.47726521567352e-14
"MTF2",0.848428319840657,0.151571680159343
"SLC44A3",0.999999999999998,1.70909882860336e-15
"IGSF3",0.911943324923639,0.0880566750763606
"ZNF697",0.00654817180065292,0.993451828199347
"CTTNBP2NL",0.000292442222355471,0.999707557777645
"STRIP1",0.980504202765382,0.019495797234618
"PSMA5",0,1
"FNDC7",0.999999999999999,8.91769466023358e-16
"C1orf162",0.0400989374213344,0.959901062578666
"CD53",0.6919112489812,0.3080887510188
"CELSR2",0.928036428218739,0.0719635717812614
"ITGA10",0.872955416166924,0.127044583833076
"GPR161",0.971366399243552,0.0286336007564481
"ALDH9A1",0.000393360336672144,0.999606639663328
"ATP1B1",0.702019269381618,0.297980730618382
"TIPRL",NA,NA
"NME7",1,1.39553907260904e-16
"POGK",0.119322627547927,0.880677372452073
"MPC2",0.974967534949473,0.0250324650505274
"CREG1",0.0266565256295633,0.973343474370437
"DCAF6",0.933783382612546,0.0662166173874539
"GPA33",0.867626831981532,0.132373168018468
"TBX19",0.63853121354837,0.36146878645163
"UCK2",0.341906421093641,0.658093578906359
"TMCO1",NA,NA
"XCL1",0.462775085013401,0.537224914986599
"XCL2",0.00861725620705622,0.991382743792944
"POU2F1",0.981505745504159,0.0184942544958405
"MAEL",0.847847136975714,0.152152863024286
"ILDR2",0.900098134505047,0.0999018654949526
"MGST3",2.81798613013251e-05,0.999971820138699
"ADCY10",0.999999999999998,1.51356616430311e-15
"COP1",0.976977418256816,0.0230225817431844
"NECTIN4",0.828567114387572,0.171432885612428
"UFC1",0.842706867843047,0.157293132156953
"PPOX",NA,NA
"FCGR2A",0.988722671852236,0.011277328147764
"NUF2",0.166082994624481,0.833917005375519
"RGS5",0.946363674494786,0.0536363255052143
"SDHC",2.63759948423425e-05,0.999973624005158
"PFDN2",NA,NA
"NR1I3",1,2.5677936168022e-16
"USP21",0.854483349063101,0.145516650936899
"PRCC",0.978835587650096,0.021164412349904
"FCRL5",0.0148075943939919,0.985192405606008
"RRNAD1",0.105960632555786,0.894039367444214
"MRPL24",0.102562798413032,0.897437201586968
"PIGM",0.932312442617332,0.0676875573826678
"CASQ1",0.882917503259795,0.117082496740205
"ISG20L2",0.744408790025594,0.255591209974406
"CRABP2",0.59694658054363,0.40305341945637
"HDGF",0.950112492181895,0.049887507818105
"ABL2",0.981984403036829,0.0180155969631707
"XPR1",0.747371372692353,0.252628627307647
"RGS16",0.00413457009689988,0.9958654299031
"TOR1AIP1",0.536419034259289,0.463580965740711
"HMCN1",0.0863842498853991,0.913615750114601
"RGL1",0.108800162724185,0.891199837275815
"LYPLAL1",0.853349960553791,0.146650039446209
"PRUNE1",0.957624865485099,0.0423751345149011
"RORC",0.711506740593763,0.288493259406237
"TUFT1",0.931453141132539,0.0685468588674614
"SF3B4",0.897669842785349,0.102330157214651
"ECM1",0.730700633669099,0.269299366330901
"ZNF687",0.98395120156105,0.0160487984389503
"TARS2",NA,NA
"CGN",0.974723606860244,0.0252763931397561
"SNX27",0.85725145813396,0.14274854186604
"SETDB1",0.094961432024653,0.905038567975347
"ADAMTSL4",0.828769153733422,0.171230846266578
"MCL1",0.996477989957429,0.00352201004257089
"CTSK",0.950987856038278,0.0490121439617219
"RFX5",0.155416163177026,0.844583836822974
"PI4KB",0.517117698202407,0.482882301797593
"PIP5K1A",0.767348173351692,0.232651826648307
"ANP32E",0.980713011508551,0.0192869884914487
"MINDY1",0.978125722489719,0.0218742775102815
"ANXA9",0.937342501941163,0.0626574980588373
"SELENBP1",0.923145669992967,0.0768543300070329
"CERS2",0.780855606714047,0.219144393285953
"ENSA",0.133452198632077,0.866547801367923
"LSP1P4",0.905729818329385,0.0942701816706151
"SEMA6C",0.781063310734978,0.218936689265022
"MRPL9",0.929792110191208,0.0702078898087922
"ARNT",0.266009747832085,0.733990252167915
"POGZ",0.988762177013408,0.0112378229865919
"C1orf56",0.96961384348664,0.03038615651336
"OAZ3",0.110359152473278,0.889640847526722
"HORMAD1",0.341172198890054,0.658827801109946
"GOLPH3L",0.967484075659951,0.0325159243400495
"GABPB2",0.783681913802953,0.216318086197047
"KCNH1",0.85458328959357,0.14541671040643
"DTL",1.3074042744976e-05,0.999986925957255
"DYRK3",0.268177407330229,0.731822592669771
"EIF2D",0.98183901555438,0.0181609844456203
"INTS7",0.0606654434980186,0.939334556501981
"VASH2",0.986521322104809,0.0134786778951909
"TAF1A",0.953595698848767,0.046404301151233
"SMYD2",0.878102932294752,0.121897067705248
"SUSD4",0.791521817126135,0.208478182873865
"DUSP10",0.978015208760968,0.0219847912390324
"HHIPL2",0.999999999999999,8.57581091503536e-16
"TP53BP2",0.649675775493582,0.350324224506418
"ATP8B2",0.397533227625813,0.602466772374187
"ADAM15",4.14509449331302e-06,0.999995854905507
"JTB",0.959890977282693,0.0401090227173071
"RAB13",0.0215877260452234,0.978412273954777
"S100A8",0.691975083696543,0.308024916303457
"TPM3",0.99200023573103,0.00799976426896982
"NUP210L",0.999999999999999,6.82146343618446e-16
"SNAPIN",2.14488895644571e-07,0.999999785511104
"SLC27A3",2.29679421771545e-05,0.999977032057823
"UBAP2L",0.144997590050649,0.855002409949351
"SLC39A1",0.000114505123026243,0.999885494876974
"HAX1",0.978776581835645,0.0212234181643554
"CREB3L4",0.740981535023131,0.259018464976869
"EFNA3",0.879313405000415,0.120686594999585
"AQP10",0.32032011339681,0.67967988660319
"KCNN3",0.00818251070318043,0.99181748929682
"C1orf43",5.89033677753648e-05,0.999941096632225
"GATAD2B",NA,NA
"ILF2",6.03786576292009e-10,0.999999999396213
"RIT1",0.957370494239937,0.0426295057600626
"INTS3",NA,NA
"PKLR",0.999999999999999,1.27807756173082e-15
"HCN3",0.423713964939989,0.576286035060011
"FLG",0.999999999999993,7.30400501469643e-15
"ACTA1",0.999999999999988,1.22630861978099e-14
"C1orf131",0.953858076812264,0.0461419231877358
"GALNT2",0.0892461362402432,0.910753863759757
"TTC13",0.984098549526589,0.0159014504734107
"SCCPDH",0.400314952154732,0.599685047845268
"LYST",0.980460176231962,0.0195398237680378
"MAP3K21",0.0295538926055244,0.970446107394476
"CEP170",0.0423814613683969,0.957618538631603
"ACP1",0.969578020167418,0.030421979832582
"SNAP47",0.960632231895572,0.0393677681044275
"SRP9",1.26774580511135e-06,0.999998732254195
"NVL",0.960950653983105,0.0390493460168953
"SDE2",0.174918821810797,0.825081178189203
"DEGS1",0.898799282019982,0.101200717980018
"FBXO28",0.183384136603596,0.816615863396404
"ARF1",0.743324374647498,0.256675625352502
"LEFTY2",0.839905585718071,0.160094414281929
"CNIH4",0.369485594745615,0.630514405254385
"ITPKB",0.586798555249385,0.413201444750615
"GUK1",0.972147403105485,0.0278525968945146
"CDC42BPA",0.193101066184656,0.806898933815344
"CNIH3",0.884970253179404,0.115029746820596
"C1orf35",0.550236092387614,0.449763907612386
"MBOAT2",0.972343024072239,0.0276569759277606
"PARP1",0.971268287205446,0.0287317127945544
"PSEN2",3.42042048018243e-08,0.999999965795795
"PYCR2",0.981135782810582,0.0188642171894181
"LBR",0.949676120838598,0.0503238791614018
"WNT9A",0.999999999999991,9.25986309362884e-15
"EPHX1",0.545551575672346,0.454448424327654
"SOX13",4.5552261962456e-09,0.999999995444774
"ETNK2",0.557089290336859,0.442910709663141
"PPFIA4",0.905113554005368,0.0948864459946323
"PLEKHA6",0.999999999999998,1.88020985045452e-15
"PTPN7",0.819348291663694,0.180651708336306
"SYT2",0.956844643438245,0.0431553565617546
"ARL8A",0.980449068558042,0.0195509314419581
"GDF7",0.803800227142653,0.196199772857347
"PDIA6",2.69942843633686e-08,0.999999973005716
"RHOB",0.97714121698118,0.0228587830188202
"ATP6V1C2",0.898804338367328,0.101195661632672
"HNRNPLL",0.9438170093478,0.0561829906522002
"GALM",0.952851443955582,0.0471485560444183
"CAMKMT",0.924929825104322,0.0750701748956781
"ABCG8",0.999999999999999,1.16979921840892e-15
"EML4",6.02762193833151e-05,0.999939723780617
"CALM2",0.720000738885113,0.279999261114887
"CHAC2",0.892725773981977,0.107274226018023
"RPS27A",0.977540136944936,0.0224598630550642
"WDPCP",0.984429949693526,0.0155700503064738
"VPS54",0.00920038520501731,0.990799614794983
"ASXL2",0.985043089325219,0.0149569106747811
"ETAA1",0.170660655598128,0.829339344401872
"SNRPG",0.00897849387349392,0.991021506126506
"ABHD1",0.926738676296312,0.0732613237036878
"MEIS1",0.913753506125486,0.086246493874514
"CIAO1",NA,NA
"ZNF514",0.96821036203743,0.03178963796257
"SNRNP200",0.99554179313127,0.00445820686873028
"MRPS5",0.00519820124092818,0.994801798759072
"ANKRD53",0.999999999999999,7.60869856681702e-16
"TPRKB",0.856171056167362,0.143828943832638
"NAT8",0.999999999999999,9.17442055300683e-16
"EXOC6B",0.687173751456317,0.312826248543683
